mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_var_0,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,mfcc_var_14,mfcc_var_15,mfcc_var_16,mfcc_var_17,mfcc_var_18,mfcc_var_19,mfcc_var_20,mfcc_var_21,mfcc_var_22,mfcc_var_23,mfcc_var_24,mfcc_var_25,mfcc_var_26,mfcc_var_27,mfcc_var_28,mfcc_var_29,mfcc_var_30,mfcc_var_31,mfcc_var_32,mfcc_var_33,mfcc_var_34,mfcc_var_35,mfcc_var_36,mfcc_var_37,mfcc_var_38,mfcc_var_39,label
-368.46594,124.26599,-31.582449,17.601763,2.3229303,-5.9495974,-11.807772,-5.547481,-5.407887,-1.3051713,-8.427182,-3.613824,2.2061696,-0.0454351,0.23757197,2.5061414,3.0928502,4.8385477,6.225342,8.735003,14.532018,13.133278,11.111322,7.848072,9.821883,6.757939,-1.1729808,0.6819265,2.1418035,-1.3920844,-1.0043362,1.7793893,-1.0544966,-3.6872585,-2.0478203,-4.871736,-2.331586,3.3206768,-1.453683,-0.5573096,5206.0435,467.82126,426.52628,178.83731,173.18785,84.46009,222.02591,124.816635,141.77663,38.435993,59.472343,131.30214,207.69838,110.48384,72.612656,62.570045,97.41014,79.13476,73.30076,100.210754,139.9306,98.49955,166.81369,133.93944,85.61026,89.811615,82.69241,60.733486,74.74516,98.496506,163.03244,88.09096,106.934685,83.93568,41.808456,59.553097,68.31996,92.52362,82.38135,97.64216,classical
-160.33943,164.12074,-48.87504,1.5913547,-7.591044,-2.631471,-11.077548,-7.0276327,-8.120849,1.2311883,-5.4963484,-4.222176,-5.458137,-1.7106261,-3.087998,-1.289857,-6.0987673,-0.9284124,-4.041814,-1.5555356,-3.808994,3.0614517,-2.7262669,-1.8671219,-1.2378888,1.1005818,-0.076028734,5.2579994,-0.0059507387,-6.0895467,0.77883023,11.299952,5.381035,-2.2651381,-3.9457684,-3.2280357,-3.5898232,0.33718365,3.182714,3.3118863,2443.818,485.84955,183.61336,112.34464,99.9995,33.464897,32.372177,37.063965,40.04243,43.47498,50.876656,45.973324,59.784462,77.399605,86.64023,50.226048,53.617645,71.93483,52.522083,103.91755,81.111984,84.44107,55.280144,80.637856,73.40068,65.43862,68.07808,102.15412,115.8564,80.77856,251.39328,151.78534,97.50489,71.570625,63.153168,54.421345,50.532158,83.71929,119.80041,150.59225,classical
-249.54944,161.56836,10.129535,-3.0705645,-0.59651774,-2.0836587,-12.191772,-8.60149,-14.638914,-12.049384,-12.30034,-7.1745567,-7.891679,-2.082466,-2.9097533,-0.86809945,-3.9725292,-0.8842938,-3.9836185,-3.8915737,-2.3820598,5.600026,3.9774203,0.613914,-5.241066,-5.698196,-6.4172206,-0.87223095,3.936819,5.734425,0.046710294,-2.4171174,-1.2021286,4.246641,2.7223115,-0.40662032,-1.8294923,-2.910333,-6.6977553,-5.0127673,3639.0696,574.6501,712.65094,165.58896,77.70842,52.416943,60.899803,58.1484,46.59658,53.72457,45.472794,59.00341,43.44151,54.56042,70.21857,98.2688,112.109375,119.4931,95.96275,77.62379,83.12321,91.8772,94.1192,105.76844,65.45869,52.3555,61.26328,65.782906,114.45414,177.66504,153.61703,91.55221,79.298615,134.36424,60.699963,61.672672,66.82123,55.15987,175.59926,131.80362,classical
-402.22232,154.00491,-15.211341,15.294042,-3.0777786,-3.1944385,-9.778082,-17.310207,-12.3065605,-7.914643,-7.0827575,-0.28117207,1.5458188,-1.4655559,-1.7400693,1.8587352,5.0292315,-0.7410974,-0.13983287,-2.8593116,0.10715449,0.7510529,-1.7004738,-1.1046456,0.43083328,1.4740466,1.9762602,0.15575133,2.0624413,1.2389951,-4.006361,1.080496,3.8054698,3.0606105,0.3070594,0.7333863,-1.0567708,2.1682892,6.902403,-3.31819,2901.9355,1290.5455,321.25464,200.63045,139.41795,136.47202,167.77042,147.87129,135.9008,173.69632,125.82914,133.17497,121.8088,105.622314,134.1651,61.931732,110.9046,108.19205,137.87396,226.50534,155.60995,283.80444,123.021355,132.85957,90.162346,131.95396,124.59598,166.88097,92.57688,155.48427,314.9757,164.79788,295.0713,106.72656,79.036125,104.3371,105.57942,153.78398,283.49014,337.7267,classical
-170.8866,157.03914,-21.966076,5.2446537,-4.092412,-3.6912692,-8.810494,-4.8575964,-7.874582,-5.4110103,-9.373978,-6.623613,-7.811286,-1.4611747,-3.591133,-2.8573444,-3.9215786,0.20077221,-3.4326358,-0.83090174,-1.1642008,1.8804144,0.7657003,-0.7784848,-4.9683137,-3.026231,-4.4381804,-1.8641002,-0.57045794,-2.3597507,-3.400199,-0.09844489,-1.9307393,-2.279747,-4.196497,-3.5996253,-3.4776552,-1.0297964,0.4274609,0.2823957,1643.422,250.61917,157.9243,187.70506,111.1602,78.568504,86.94393,86.741585,104.09346,95.74237,121.74458,87.96945,91.03092,80.32348,76.85126,46.268494,51.21961,92.390175,123.96247,101.99093,111.491776,90.32388,96.94337,79.026024,73.034645,81.321236,87.50294,67.03702,100.13029,110.06668,154.33487,108.84716,79.87146,79.4681,101.6243,83.64507,78.86541,98.17063,140.77567,112.79683,classical
-85.26499,118.42306,-31.47277,20.282015,-4.4177094,6.9225984,-10.950942,-1.6200851,-7.367901,-3.0172997,-4.4372015,-1.4064466,-4.246369,-4.164333,-3.9796493,0.2765607,-3.3924837,1.6937985,-3.6853893,-3.4415329,-9.880924,-0.75327116,-0.3706342,2.0421152,-3.7084644,-6.556677,-3.4509857,-6.440321,-3.2268524,-3.0669184,1.9387127,-5.7145534,-1.5012634,-3.6281407,-1.9729253,1.6164722,-1.026755,-3.5036168,-6.936357,-6.26797,552.0401,374.04797,72.898315,38.525642,51.523354,42.67018,30.956825,26.40625,27.198805,46.351395,28.12996,44.176636,36.132996,24.974072,28.573154,29.951643,35.6628,24.496012,66.99904,59.938557,85.16545,50.586502,39.040104,41.352287,35.6741,32.815193,33.093174,37.6863,56.635643,66.59939,90.50963,93.63315,61.45672,50.45424,36.586903,37.90238,57.790417,80.85923,47.514027,193.11926,classical
-436.84235,154.1132,-19.859339,20.183603,3.1647434,0.44639242,-6.5306387,-4.6033382,-10.0562525,-6.1532865,-4.529443,-2.7835944,-5.23532,-7.384834,-6.99331,-3.1899664,-0.3512986,2.2267847,2.5725396,4.4761767,0.06785508,-4.397948,-5.1233764,-2.0770223,2.2278054,2.4883943,6.4775634,7.7474065,3.9962745,-0.47008064,-1.7998047,-2.9613159,-4.2297254,-2.3018985,0.51385206,-1.8590908,-4.4004464,-1.9112833,3.6558876,1.3237401,3778.7117,165.43462,175.57161,148.93745,97.082855,71.15613,45.31875,35.732697,58.64475,66.23974,67.7278,57.22966,58.60679,62.5198,55.300743,54.786522,61.56867,55.32156,113.137115,162.34097,80.676506,119.34823,137.52864,109.622856,97.35074,58.649017,104.45191,184.30916,101.973236,62.43221,113.57275,122.061966,85.168274,76.19559,97.975266,58.785175,51.912586,124.52612,165.53032,62.677933,classical
-123.763306,148.43001,-21.551394,17.444746,-1.4088038,4.1782947,-6.9904447,-5.1033363,-5.795701,5.0631213,-6.247765,-1.9818286,-0.9684411,-2.4530773,-4.3262076,-0.87545645,-4.7048717,-2.2297258,-5.140934,-3.2070837,-6.290014,-2.787532,-3.0326242,0.010817513,-3.3644083,-1.6040388,-3.1613843,-1.9367427,-1.8439193,1.0600853,0.26041567,-3.331906,-2.0494225,-1.0952334,-0.1458743,-0.90113693,-2.1704721,-2.7087398,-1.078743,-2.579203,8780.763,2509.789,421.646,222.78595,116.4256,112.42481,44.095074,61.279255,76.12618,55.71185,39.15109,50.689713,53.83548,58.930267,51.418568,58.075073,45.75594,53.60823,55.28927,84.4275,67.4828,113.43281,86.56757,57.706875,51.77945,42.620205,55.578598,57.173332,83.70439,76.078064,87.28667,74.02248,97.29013,62.899307,54.548267,41.34531,64.26999,81.51522,98.33803,84.1807,classical
-98.35358,98.3555,-20.49053,18.820034,-2.095781,2.6650372,-7.3115172,-3.5901136,-7.989525,-1.9183743,-4.731997,0.6237759,-2.5930848,-1.4701574,-3.1693437,0.6580322,-4.818465,-2.2215443,-3.8104959,0.23409162,-3.702766,-5.138118,-6.873308,-3.2062984,-2.818215,-1.3133955,-2.4798841,2.6044436,0.113033235,-5.430798,-8.540662,-2.2513027,0.60529757,-1.0366942,-2.5828872,-1.1335062,-1.8318785,0.34856984,-0.5665408,-1.0786905,3453.064,562.1023,123.734886,123.80051,49.27047,30.373888,37.89696,28.50035,34.015564,44.89024,60.436325,36.61433,39.630558,57.456173,38.731396,34.419056,39.281933,32.48533,44.22966,52.59711,58.05077,56.740547,43.251434,29.117157,22.586445,28.211077,33.258053,51.025402,33.102966,70.35292,70.409744,71.10237,34.09471,25.240921,36.028812,36.39793,48.99367,37.217148,170.85828,63.251335,classical
-449.6218,151.50313,-12.74668,44.27039,6.244759,4.053898,-1.4805393,-1.624076,-2.4867768,-4.282386,-9.653202,-1.3421049,0.14638375,3.728251,5.2857785,1.2080821,-2.3039155,-4.1256194,-1.8161486,1.2358326,-1.9173732,-9.73861,-6.673052,0.71546465,5.3360057,4.9948573,1.9866645,2.4526308,-1.0605195,-3.1512606,-2.1120236,-3.7149928,-4.944876,-4.152988,-2.1538565,-1.3451235,-0.6260912,1.8013035,1.2780106,-7.845976,4607.974,455.1247,132.94038,45.45792,38.36362,20.819925,30.676966,37.556446,29.240143,19.24738,21.86644,25.301216,47.888096,107.060555,99.571,38.851715,47.28697,43.1956,30.814577,42.019047,21.829084,51.914528,40.792015,44.207024,54.75404,42.034164,56.549976,104.82583,41.239624,192.21086,114.847244,38.796204,78.15813,27.877533,25.348644,37.40525,51.102917,36.622417,97.2634,63.469093,classical
-230.27237,119.15338,-1.0512242,28.384487,10.00878,16.125822,4.793946,6.1923785,0.9515957,5.915187,-1.1755236,3.5739167,-2.0996544,-0.90729165,-1.8530504,-0.006134033,-2.7977016,2.3327787,-1.4417099,2.738794,0.13147682,3.2247057,0.5002928,0.8508688,-2.9656527,-2.2716525,-4.342911,-2.3929088,-3.2994654,-1.5259969,-3.1848414,-2.948753,-2.2312677,0.26411262,-1.2819136,-0.52018243,-0.20154046,-0.1739954,-2.1011865,-1.7392911,28254.176,1155.0316,1083.2749,95.97859,138.4082,74.14688,66.36472,36.05937,34.03402,40.89762,55.36878,40.10729,39.327335,34.103886,29.00945,39.248405,35.69533,41.128937,66.38082,60.883205,55.43691,45.1061,41.590706,41.863594,41.73224,23.72968,38.195934,52.341248,54.056683,51.396866,57.776073,52.145954,45.04863,23.325617,29.872992,32.923103,44.86328,48.530033,32.16101,53.372704,classical
-186.42809,86.65457,-15.711973,14.741793,-2.2158978,6.271489,-0.8879223,0.66504693,-6.0883217,-5.213674,-7.8659334,-1.7187315,-4.7045016,-2.0543664,1.4163773,2.7643516,3.301296,3.110024,-4.4082932,-5.0353703,0.43929237,0.10967384,-0.38862312,-1.4869705,-0.895133,-1.4351574,0.6205397,-1.0861412,-2.7898068,0.62738025,-0.38365623,-1.7819715,-3.1044378,-2.6728868,-2.272456,-1.4773427,-3.7432675,-1.3003153,-0.5705006,-0.43860453,9541.063,929.9289,593.00433,110.537735,98.736046,102.25786,39.5957,50.19965,120.11397,182.92978,155.70682,86.46891,102.252396,98.29873,56.527115,64.12726,60.822536,133.41042,78.19865,64.18591,106.74612,96.784355,48.822865,30.989113,48.090473,53.309605,107.76318,62.785694,48.44499,76.930916,93.42614,51.318462,61.095764,34.455513,23.704548,27.490143,28.1532,33.973648,67.96476,65.09166,classical
-119.304375,149.57779,-43.31768,24.636248,-5.609388,10.784379,-2.8926942,0.7833024,-6.5456386,4.3880386,-1.2940493,1.3600911,-1.0813607,-2.439028,-1.9371483,1.2953314,-1.3851025,1.040794,-5.6063004,-1.9899353,-4.26946,-1.8367255,-3.2219827,-0.4275905,-3.0985932,-1.6711087,-5.652406,-7.0863533,-3.6639643,1.4266665,-2.942899,-5.653623,-3.6565394,2.284139,3.730556,1.2292628,-0.78531134,-1.7459341,-5.5830674,-3.8496919,4784.7075,920.8092,236.5627,125.63459,114.44527,63.626797,69.29033,41.174564,46.21751,34.952827,39.114586,42.79152,30.409727,37.146034,39.958202,37.14926,36.27283,35.53222,35.944393,26.520802,37.753387,45.299847,37.554203,36.050583,33.797974,24.633032,38.94844,46.962757,66.5552,57.88982,142.87723,57.516724,62.488945,70.53943,57.842964,34.55531,33.15686,35.028305,78.052956,50.753956,classical
-106.22088,127.37078,-45.286133,31.277216,4.30544,-5.068433,-16.129375,14.690696,-7.9120975,-1.2216625,2.9819393,17.464767,-4.0720086,1.7858331,0.5945659,4.6090927,-9.991413,-3.341979,-3.1053746,1.9085141,-4.750023,2.2161806,-2.2404497,0.35971326,-4.006108,8.240098,6.127318,8.6735525,-0.7949797,-2.338721,-5.9883494,-2.3448472,-3.7407491,1.4319503,-3.8176246,-0.87169534,-2.9191594,1.9192299,-2.1647916,-0.3212465,3636.9194,738.65985,271.05176,157.59575,436.15683,115.91503,251.14674,301.94067,136.76624,280.6772,324.30872,297.6781,262.9365,124.73611,198.70901,124.06173,80.93504,67.20253,64.33517,66.51265,86.61516,176.54579,113.95335,97.0486,59.97717,132.68063,282.01077,168.50859,97.09415,96.04724,81.6088,70.17883,56.61443,33.372723,33.775238,36.881767,37.590546,43.647755,55.305668,56.12565,classical
-484.0267,144.12991,1.3964741,8.075529,4.933926,-2.3170042,-2.7469437,-6.8448114,-10.147136,-8.056599,-7.1516705,-10.563925,-7.787432,-2.953303,-0.26718092,4.28538,5.3024387,0.19885689,-4.530799,-1.8802834,1.4040947,5.9104543,9.659231,4.175449,1.4096564,0.8914624,3.2571936,4.655599,0.8965853,2.0295615,0.40613002,-3.9826694,-1.4742296,1.6373333,-0.7325572,-2.4740496,-6.4135947,-3.1157193,2.4518578,-5.7749987,4512.1055,1622.844,479.06662,134.12437,115.76775,56.29309,47.086143,43.072937,58.51623,73.83563,59.993614,66.259895,115.34524,123.261116,73.53796,151.7419,201.4854,169.32132,170.28589,278.17532,239.6958,111.63949,130.72998,102.789246,119.90168,114.822296,154.80225,265.88507,421.09564,205.23668,256.5013,363.3038,138.3001,116.58519,96.847755,62.4831,109.23768,182.17627,115.75988,82.5295,classical
-81.13433,129.09853,-42.53483,33.17631,5.6636167,-6.4022493,-2.2610989,7.3734436,-18.71801,2.4979706,3.7862806,1.9323549,-10.066779,0.94372183,-3.5698192,-6.166297,-8.030749,3.77427,-5.0294724,-0.854152,-6.760153,-4.265595,-0.98482376,3.819139,-1.4361078,1.7402251,-4.2774005,-1.0431112,3.6380382,-1.9480245,-8.682339,-8.029926,-4.1345444,3.8570337,6.7959266,3.8925123,1.5144703,-5.225875,-11.336482,-7.302167,2716.3398,374.45422,138.50044,116.32974,101.305214,97.57039,94.85837,87.34051,64.6842,44.6662,73.42683,47.776745,58.971962,36.94308,38.085304,39.017723,35.766724,39.14623,34.992477,47.442387,83.80059,39.566788,53.528843,31.664667,45.814392,30.272755,39.20588,74.80144,67.494644,81.09832,120.31129,101.619705,79.61415,53.679356,102.89333,58.57123,42.977207,40.790504,51.97839,51.166264,classical
-367.15607,112.80698,-18.74737,10.16273,-1.6047248,3.802954,0.9223539,5.067149,-5.3725705,-9.522553,-8.495645,-1.7838283,1.299132,-3.8675704,-2.6413093,-1.0574461,-1.2753583,-2.5051804,-2.5693927,-4.0697618,-2.6662314,1.7233351,5.3137474,2.8830411,0.697475,-0.3868024,0.56037736,-1.8946071,-1.8101561,0.9164414,5.103676,4.0581455,1.8680371,2.5819812,2.4747539,3.7723687,2.2780085,0.021274436,-0.32450768,-3.1472447,8875.017,1439.348,390.7269,229.2189,98.91962,69.64701,71.10513,82.41459,172.4393,165.01619,89.5849,102.06234,178.51537,117.99845,136.88174,101.86245,56.03847,97.18227,208.95201,152.08481,252.65427,185.3781,166.80807,139.88289,80.95385,54.343586,52.31458,105.7047,84.11564,326.888,200.5577,255.55263,151.10371,150.35486,109.56089,101.31689,94.58536,86.01234,207.08813,83.92259,classical
-349.95245,161.85112,-3.3711889,14.167044,5.7339716,3.5160558,2.9774911,-7.090642,-7.917532,-0.36460108,2.8495579,-2.4810455,-6.7919493,-8.835341,-6.662253,-4.9016824,0.09311981,4.2603326,5.0968914,2.6105819,0.32018098,-0.64998376,-1.306342,-3.1593113,-6.0236335,0.122249335,3.8284032,-1.6626649,-5.9064164,-3.3162358,1.5683455,1.6987463,-3.78047,-9.006005,-4.737319,-2.4319634,-4.933019,-4.5585537,-0.20122705,3.1568706,1758.5784,336.29468,269.42267,75.847244,56.319447,57.145016,56.931816,72.928444,95.777756,164.6162,102.753716,97.278984,142.65842,83.43458,93.25093,84.365425,93.810905,142.74254,80.55534,137.24042,122.315575,125.55403,139.95615,95.55056,137.97255,59.41061,92.77544,88.098236,191.21118,71.956406,386.96237,262.75183,137.79234,114.38076,112.65968,90.51502,66.68701,120.01418,210.5055,229.3929,classical
-197.15273,137.3531,-34.188927,25.362162,-5.2665977,-2.777788,-9.506929,-7.6099863,-7.644685,-5.66784,-4.3867764,-5.4302173,-3.5417912,-5.667922,-1.8943717,-2.8863933,-3.475987,-4.0221157,-7.300359,-4.2040553,-0.7990978,-3.8953476,-5.146333,-3.2844205,-3.7110846,-2.5079145,-2.8113801,-1.4293504,-3.2721624,-5.7504764,-0.054381758,1.4469007,-2.333223,-4.634142,-3.6906912,-2.5033128,-1.9545139,-6.013273,-1.3048991,2.5715778,5626.3696,606.44446,416.5272,86.09009,46.016014,43.100983,36.279427,39.502857,48.538807,42.23937,52.361988,50.667137,47.871784,34.612354,37.28686,34.086216,34.88722,48.390026,57.334023,108.21689,115.26583,87.06587,101.11471,115.49429,86.79255,57.677567,47.42525,78.42625,121.017654,127.59115,183.01099,151.34763,81.3349,62.821426,46.42603,54.099144,48.29235,62.023098,151.2612,154.6383,classical
-166.43155,122.135544,-32.106792,16.685278,-5.4006796,-2.4871233,-9.832806,-4.9005094,-6.974422,-4.571057,-6.6684146,-5.4972816,-5.372569,-4.9623013,-2.7911627,-3.1922195,-4.085201,-3.5495975,-4.6303477,-1.165406,-0.24293792,-3.3307447,-4.3169456,-3.279574,-2.3992176,-1.1581873,-1.8736304,-0.32084244,-0.29665154,-4.2265654,-4.8860874,-1.6863598,-1.2202694,-3.5269196,-3.6322377,-2.3880286,-2.3796902,-3.9499428,-3.6599379,-0.7172379,3272.5723,695.2566,223.56247,59.508404,43.12367,43.68784,30.322979,31.212559,38.93496,44.126637,54.78089,36.60138,41.9703,41.597775,53.570965,36.843555,38.018974,54.195034,50.234703,62.283978,77.54241,66.377686,57.384922,48.20121,48.765152,36.34197,37.035236,57.975758,86.23566,99.39735,91.834984,92.079315,75.24583,54.1849,36.743908,35.51257,45.60196,46.801586,105.213234,117.723175,classical
-274.38638,148.3534,-20.334354,21.812437,7.930837,3.775937,-2.2328162,-6.1013494,-5.629294,-6.689498,-5.9066043,-4.595,-1.5465237,-3.0266495,-4.695847,-7.7213106,-7.2142706,-5.4065905,-5.2479424,-5.273998,-5.5618167,-10.204655,-7.6974597,-4.631143,-3.5423799,-3.6056437,-3.5210721,0.7548634,0.5839372,-7.0755515,-6.683848,0.46596715,3.2857141,-1.8385371,-4.359019,-4.3852596,-3.8012264,-1.4210322,0.6037339,-0.6836606,7366.5435,689.77747,620.0023,93.55432,190.05905,102.230774,52.437645,69.80601,49.20996,54.426968,74.278336,87.918526,84.51863,112.19035,125.9232,84.98231,103.23619,82.488716,92.34144,87.53032,112.93051,144.84325,113.58259,75.35455,70.05981,51.31903,60.860996,97.89023,109.75972,115.14383,193.59477,192.02277,76.82878,86.05504,77.69283,51.85778,45.50117,62.625824,103.19314,91.7164,classical
-305.4226,135.9234,-11.752712,18.215021,10.38905,3.012959,-5.5959153,0.14172544,-1.3495618,-1.8677533,-3.2052636,-6.742522,-2.6944177,-5.5971813,-4.5236397,-4.7845087,-5.3687053,-2.6217136,-5.8361917,-6.929955,-2.9445515,-2.1418371,0.63446754,-0.36793068,-0.9247474,-2.896983,-4.378991,-5.337914,-4.4266458,0.40782124,0.53481925,-1.5569079,-2.6564505,-4.215302,-2.6951134,-1.7779118,-0.72805476,-0.172916,0.39563277,-1.1872507,19533.354,1055.3804,461.03714,108.26808,148.18108,61.582176,87.147995,43.662273,53.42103,33.58639,50.009846,45.216396,59.993435,29.596823,30.973173,37.064484,56.030033,43.449417,43.182518,47.646023,58.312366,46.51236,50.23582,75.2076,33.84998,23.717844,43.48529,50.01228,45.34646,65.08698,154.91943,101.792,77.73809,82.34114,57.904835,53.12457,52.65997,73.806885,131.31334,176.10805,classical
-465.86432,180.2054,56.636234,11.025559,5.8447804,0.7319183,-3.974208,-5.888048,-8.464273,-9.792967,-7.6927004,-3.2534184,-1.8652483,-4.0191536,-4.1090255,-2.4697332,-2.3577726,-2.9964194,-3.223165,-1.7109013,0.8717379,0.18628515,-2.6132052,-2.4611132,-0.58748835,-0.08872187,-0.7365546,-1.125182,0.08803145,0.57379806,-1.9078944,-4.2387977,-5.420048,-6.4515133,-5.666566,-2.4988213,1.2030578,3.9458795,4.1147766,2.4695394,1486.0372,434.6607,322.56845,137.49492,48.937176,48.35338,43.972027,43.32505,42.83955,41.538174,49.665276,45.229572,50.97398,62.89944,74.29444,83.59198,65.36513,56.031334,59.661694,36.39597,34.26793,51.368553,86.46059,116.62271,55.141155,49.860004,51.741547,52.719948,66.41445,116.38719,117.98882,51.659008,42.129883,67.574135,75.00285,53.72493,40.573338,99.76416,127.04842,128.72574,classical
-498.68024,145.66777,46.47074,15.253132,3.067774,-0.8257451,-5.210668,-6.1987047,-3.8057752,0.08864204,2.7183185,2.2182074,0.24392757,-0.45965174,-0.87284726,0.5873403,3.2759447,2.2999613,-2.5685794,-4.8113203,-2.5067902,0.9762668,2.9090106,0.49200082,-2.7822535,-0.97516996,2.2928073,0.08173972,-6.1906466,-8.513064,-0.75921756,9.533809,10.162022,3.561144,-0.547372,-3.2938282,-5.2251186,0.25870904,4.5914817,-1.130278,4588.692,904.57294,818.2442,232.39005,93.3551,86.19522,81.34493,62.61912,74.41804,105.38661,87.04535,58.536606,75.31877,59.594513,44.40441,39.49076,54.602894,46.101,38.034843,49.480747,75.36613,67.35769,47.471443,62.78897,68.06962,43.553158,48.833027,56.062016,48.951942,92.10489,62.203136,97.87125,148.95763,64.17568,53.21603,42.473194,102.640236,62.79217,88.78698,111.87386,classical
-421.71585,172.79298,28.108301,-2.576975,-3.565678,-4.865175,-8.889884,-10.696762,-7.6852007,-7.9576297,-7.334867,-2.7171752,-0.9175328,-4.206839,-8.415388,-8.393858,-4.128091,-0.41836637,0.08662469,-0.2605472,3.0544698,6.8077273,8.813711,9.085512,6.720614,4.1883163,2.5665834,1.3241562,2.5938241,4.5698624,0.770648,-4.8546867,-4.095835,0.14704616,1.4994953,1.0644083,0.3819463,-1.0487322,-0.60039365,-0.3533688,4849.035,628.4721,1034.2618,176.24788,117.02075,93.73134,107.31988,119.442894,104.73923,100.201416,127.03205,182.89497,164.88148,84.236626,59.369015,58.602257,64.79211,54.700356,79.33374,134.58788,112.15953,92.874504,127.25418,86.099884,60.048653,65.93411,64.22856,64.99033,98.53912,98.447105,121.871346,106.68527,73.74144,74.82008,66.512115,70.09352,94.40268,110.292595,62.358887,98.624916,classical
-429.35043,175.13577,31.91132,4.2821155,1.0457517,-5.766878,-9.477815,-11.283073,-10.581982,-8.664747,-6.3338895,-1.6819394,0.81892645,-0.18230265,0.03587053,0.20540465,-1.8460841,-4.415224,-4.967982,-4.6011143,-4.1293387,-3.597174,-3.2491875,-1.40496,0.07073162,1.1498821,2.7366233,3.8123095,3.965224,0.73792726,-2.6956081,0.71963197,5.821864,5.3776736,3.8616157,3.1788535,-0.37034816,-4.4204164,-3.8442314,-1.0598158,4223.4688,895.7769,765.2818,149.26016,94.62694,67.22123,66.22716,78.163605,63.759613,72.83289,106.799805,121.11489,136.86017,100.011055,121.07366,126.506775,79.09105,70.82691,73.563126,88.99037,67.21516,137.06773,110.154,63.71129,68.69458,53.03128,31.053242,63.3752,80.15163,118.23256,121.746956,94.51931,118.29684,104.71028,185.22041,199.6745,87.84405,90.0149,182.09747,100.53698,classical
-413.57153,143.4208,31.354317,14.031841,1.5281578,-2.2939954,-6.4803367,-8.104998,-5.9279113,-4.468454,-2.7899308,-0.814875,-1.2128332,-2.38627,-3.8151693,-3.519501,-2.7149518,-2.386343,0.621123,2.663334,1.3298547,-1.7807778,-2.693484,0.35031724,2.9969864,3.5998218,3.7490537,3.866183,1.9271553,-4.4532604,-6.119528,-2.8757265,-1.8692077,-0.79605246,-0.87518895,-1.6797556,-0.9103691,-0.8099009,0.9827414,4.907381,11536.833,2289.7373,1394.5922,183.0535,167.11578,95.1358,108.29997,117.18682,73.74733,74.10534,62.91702,52.012672,71.721306,100.60916,81.683556,44.555794,31.752714,45.692825,59.77935,65.311806,52.498142,67.5235,66.34759,51.02131,35.566467,43.402008,52.520412,59.99839,52.969288,80.346146,122.37083,77.699486,45.26957,62.296047,92.63415,57.96023,51.64417,91.67329,109.42886,91.62458,classical
-234.41783,130.25517,-39.531147,19.335638,-6.793275,-5.1301126,-3.707368,-4.0360165,-5.071877,-1.3683323,-7.73577,-4.382001,0.46520543,0.7849735,5.4507375,8.774231,7.0391765,2.4159997,-2.308834,-0.24570014,5.3120494,1.8473048,-5.4165087,-5.8383613,-3.120236,-1.343978,1.3806707,3.7321978,-0.09930609,0.38768965,8.815478,6.8200436,-1.2375883,-7.3148212,-7.6477656,-3.8384666,0.98983634,6.0726047,7.7434583,3.2252457,4016.7559,256.43997,122.9606,61.268776,67.440025,39.47488,49.375103,72.02594,111.00858,42.25766,72.025635,83.45071,93.91448,97.22367,99.13761,101.24137,66.1867,95.816376,97.44306,110.04874,88.09857,100.69959,98.35131,82.9405,64.24818,57.329166,96.57097,105.276924,89.15106,156.32465,268.18787,289.49704,100.8398,80.057396,57.468483,58.53218,61.455376,65.21524,189.93776,187.97285,classical
-321.1795,136.29668,-28.299364,31.01146,0.5664157,0.23202671,0.65548563,-1.3426684,-0.057696976,-0.4247515,-6.1809053,-0.14451793,-0.45611703,-0.7306297,7.474551,10.973123,7.8342543,4.3253202,2.9853895,5.849007,4.7854156,-1.3366221,-7.9158783,-7.6413765,-6.4413013,-2.196585,3.3875017,3.515003,2.571458,1.3466084,8.06889,7.381356,-1.0979421,-7.632921,-6.0018167,-1.7388176,1.5312998,5.0448875,4.926072,1.9526147,1763.7322,284.54214,197.36752,101.50264,54.276127,70.29281,54.013218,46.790115,47.894794,61.43663,67.2658,71.8515,93.53036,63.523632,98.9086,159.24667,185.50761,109.162224,106.972984,104.50368,113.13378,105.65365,97.388954,133.00887,125.26156,90.64495,169.05804,101.90746,211.42775,243.78374,336.904,318.7763,85.20855,138.51195,90.340355,52.11234,78.02401,50.29272,363.816,309.2592,classical
